Time,Ligtag,Client,Coordinate system,,
2025-11-08 15:49:00 +0800,5128,1,159,,
2025-11-08 16:04:00 +0800,3477,1,435,,
2025-11-08 16:05:00 +0800,3477,1,435,,
2025-11-08 16:05:00 +0800,3477,1,435,,
2025-11-08 16:05:00 +0800,3477,1,435,,
2025-11-08 16:12:00 +0800,5519,1,431,,
2025-11-08 16:12:00 +0800,5519,1,431,,
2025-11-08 16:12:00 +0800,5519,1,431,,
2025-11-08 16:12:00 +0800,5519,1,431,,
2025-11-08 16:29:00 +0800,3477,1,435,,
2025-11-08 16:31:00 +0800,4680,1,436,,
2025-11-08 16:46:00 +0800,3515,1,277,,
2025-11-08 16:46:00 +0800,3515,1,277,,
2025-11-08 17:06:00 +0800,5519,1,431,,
2025-11-08 17:06:00 +0800,5519,1,431,,
2025-11-08 18:06:00 +0800,5519,1,431,,
2025-11-08 18:07:00 +0800,5519,1,431,,
2025-11-08 18:12:00 +0800,3477,1,435,,
2025-11-08 18:24:00 +0800,3477,1,435,,
2025-11-08 18:51:00 +0800,5519,1,431,,
2025-11-08 18:51:00 +0800,5519,1,431,,
2025-11-08 19:15:00 +0800,3477,1,435,,
2025-11-08 19:15:00 +0800,3477,1,435,,
2025-11-08 19:15:00 +0800,3477,1,435,,
2025-11-08 19:15:00 +0800,3477,1,435,,
2025-11-08 19:15:00 +0800,3477,1,435,,
2025-11-08 19:15:00 +0800,3477,1,435,,
2025-11-08 19:15:00 +0800,3477,1,435,,
2025-11-08 19:16:00 +0800,5519,1,431,,
2025-11-08 19:16:00 +0800,5519,1,431,,
2025-11-08 20:22:00 +0800,3477,1,435,,
2025-11-08 20:23:00 +0800,5519,1,431,,
2025-11-08 20:27:00 +0800,5519,1,431,,
2025-11-08 20:27:00 +0800,5519,1,431,,
2025-11-08 20:43:00 +0800,5519,1,431,,
2025-11-08 21:34:00 +0800,5519,1,431,,
